,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,WiFi,DogsAllowed,BYOBCorkage,ByAppointmentOnly,OutdoorSeating,HasTV,RestaurantsTakeOut,DriveThru,Corkage,Caters,RestaurantsDelivery,CoatCheck,BikeParking,RestaurantsAttire,Smoking,NoiseLevel,HappyHour,BusinessAcceptsCreditCards,GoodForDancing,BusinessAcceptsBitcoin,RestaurantsTableService,RestaurantsGoodForGroups,RestaurantsPriceRange2,BYOB,WheelchairAccessible,GoodForKids,RestaurantsReservations,Alcohol
57539,i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,515 State St,Santa Barbara,CA,93101,34.417115,-119.696243,4.0,730,"Salad, Restaurants, Pizza, Sandwiches, Italian",u'free',False,,,True,True,True,,,True,True,,True,'casual',,'average',True,True,,False,True,True,2,,True,True,False,u'beer_and_wine'
57565,E451ihy72tsLMAxbpPa0WQ,Little Corner Store,701 Bath St,Santa Barbara,CA,93101,34.4154595,-119.7016646,4.0,11,"Grocery, Food",,,,,,,,,,False,False,,False,,,,,True,,,,,2,,,,,u'beer_and_wine'
57579,lXgITG2Ji6mhAPOmw4TRng,Romanti-Ezer,701 Chapala St,Santa Barbara,CA,93190,34.4176161693,-119.6994226761,3.5,288,"Food, Restaurants, Mexican",u'no',,,,True,True,True,,,False,False,,True,u'casual',,u'average',,True,,,False,True,1,,,True,False,'none'
57582,EwaakynaS06R64xY8xM57g,BYOB! Brew Your Own Beverage,3445 State St,Santa Barbara,CA,93105,34.440315,-119.738162,4.5,9,"Shopping, Education, Do-It-Yourself Food, Kombucha, Food, Tasting Classes, Brewing Supplies, Breweries, Coffee Roasteries",,True,,,,,False,,,False,,,True,,,,,True,,,,,,,True,,,
57681,hxghdsVS3nJr1Y_KMobfeg,Subway,5146 Hollister Ave,Goleta,CA,93111,34.4367811448,-119.8028984102,1.5,19,"Fast Food, Restaurants, Sandwiches",u'no',,,,False,True,True,,,True,True,,True,u'casual',,'loud',,True,,,,True,1,,,True,False,'none'
57691,Ss6f5v_t5Vddiaz4ZOxL0g,Andersen's Danish Bakery & Restaurant,1106 State St,Santa Barbara,CA,93101,34.422719,-119.703303,4.0,1106,"Modern European, Nightlife, Bars, Restaurants, Bakeries, Wine Bars, Food, Scandinavian, Breakfast & Brunch",u'no',True,,False,True,False,True,,True,True,True,,True,u'casual',,u'average',True,True,,False,False,True,2,,True,True,False,u'beer_and_wine'
57813,3fH5YQKRJu55TFPnMhv1ZQ,Freeman's Flying Chicken,3400 Calle Real,Santa Barbara,CA,93105,34.4301345737,-119.7379576535,3.5,30,"Barbeque, American (Traditional), Cuban, Restaurants",u'no',True,,,True,False,True,,,True,True,,True,u'casual',,'quiet',,True,,False,False,True,2,,True,True,False,u'none'
57838,UDo0TSOsJjqC2B9IQHGB3g,Nikka Japanese Market,5721 Calle Real,Goleta,CA,93117,34.4409361,-119.8239639,4.5,41,"International Grocery, Imported Food, Grocery, Ethnic Food, Specialty Food, Food",,,,,,,False,,,False,,,True,,,u'quiet',,True,,,,,2,,,,,
57858,zWwGjQlUEiLS7hCXDkBGzg,Greek House Cafe,5 W Haley St,Santa Barbara,CA,93101,34.4164712,-119.6956712,4.0,40,"Delis, Restaurants",u'no',,,,False,False,True,,,False,False,,,u'casual',,u'average',,True,,,,False,1,,,True,False,u'none'
57871,-BdYhP-12elmFV7oB1iv4A,Corner Tap Room,1905 Cliff Dr,Santa Barbara,CA,93109,34.4013817,-119.7224721,5.0,41,"Restaurants, Gastropubs, Cocktail Bars, Bars, American (New), Nightlife, Beer Bar, American (Traditional)",,False,,,True,True,True,,,,None,False,True,,u'no',,True,True,,False,True,,,False,True,True,False,u'beer_and_wine'
57912,vDBfhX1XI4uRWBCQQNRsUg,TAP Thai Cuisine,2611 De La Vina St,Santa Barbara,CA,93105,34.434877,-119.724639,4.0,141,"Restaurants, Thai",u'free',,,,False,False,True,,,True,False,,,u'casual',,u'average',,True,,,,True,2,,,True,True,u'beer_and_wine'
58098,9Vrm13HIdHS41uzroVMQ2Q,Piatti Ristorante & Bar,516 San Ysidro Rd,Montecito,CA,93108,34.437422,-119.631508,3.5,27,"Event Planning & Services, Italian, Venues & Event Spaces, Pizza, Restaurants",u'no',,,,,,True,,,,,,,u'casual',,u'quiet',,True,,,,True,2,,,True,,u'full_bar'
58205,ty7akyarO89CLNFjArzLMQ,Music Alley,423 State St,Santa Barbara,CA,93101,34.416216823,-119.6951589,4.0,7,"Lounges, Bars, Musicians, Music Venues, Nightlife, Food, Arts & Entertainment, Event Planning & Services, Beer, Wine & Spirits",,,,,True,,,,,,,,,,,,,,,,,,,,,,,
58225,6aUb_f9C7a2oOxaIfRGSdA,Chicken in a Barrel BBQ-Goleta,5711 Calle Real,Goleta,CA,93117,34.440818,-119.823762,4.0,116,"Barbeque, Restaurants, Chicken Shop, Hawaiian",,,,,True,True,True,,,True,True,,,,,u'average',,True,,,False,True,2,,False,True,,u'beer_and_wine'
58246,ERuy9x26QrzqVwP1oFSObQ,La Hacienda,298 Pine Ave,Goleta,CA,93117,34.4350832351,-119.8264681584,4.0,50,"Restaurants, Mexican",'free',,,,True,True,True,,,True,False,,True,u'casual',,'average',,True,,,True,True,2,,,True,True,u'full_bar'
58282,WH6JNvJryAn6tTYVrKHktA,Rockin' Yogurt,620 State St,Santa Barbara,CA,93101,34.4182778,-119.6973334,4.5,146,"Ice Cream & Frozen Yogurt, Food",u'no',,,,,,None,,,False,None,,True,,,,,True,,,,,1,,,,,'none'
58295,q0DRuEAxE5i57xNSTrDP4Q,Naan Stop,966 Embarcadero Del Mar,Isla Vista,CA,93117,34.4116480421,-119.8569087178,3.5,323,"Indian, Food, Restaurants, Bubble Tea, Pakistani, Fast Food",'free',,'yes_free',,True,True,True,,False,False,True,,True,'casual',,u'average',,True,,,,True,1,,,True,False,'none'
58323,agXGQ4DH4SqxtJxBHKjWIg,Muddy Waters Cafe,508 E Haley St,Santa Barbara,CA,93103,34.4223062,-119.6895251,4.0,48,"Jazz & Blues, Music Venues, Arts & Entertainment, Nightlife, Restaurants, Bars, Local Flavor, Bagels, Food, Beer, Wine & Spirits, Dive Bars, Delis, Coffee & Tea",u'free',,,,True,False,True,,,False,False,,True,u'casual',,u'average',,True,,,,True,1,,,True,False,u'beer_and_wine'
58366,ws0mjFrkanX_sXoUVRh8Uw,Jitters Coffee,728 State St,Santa Barbara,CA,93101,34.419497,-119.698708,3.5,63,"Coffee & Tea, Restaurants, Food",'free',,,,True,,,,,,,,,,,,,True,,,,,2,,,,,
58385,lNkxXDcNoHBpWDNPoZesYw,Caruso's,1759 S Jameson Ln,Montecito,CA,93108,34.4205315,-119.6281158,4.0,88,"Vegan, Restaurants, Italian",u'free',True,,,True,False,True,,True,False,False,,True,,,,False,True,,,True,,4,True,True,,True,u'full_bar'
58500,uGT2BZKB3t8Fi6vFTyM7zg,Jessica Foster Confections,,Santa Barbara,CA,93121,34.42,-119.7,4.5,19,"Food, Desserts",,,,,,,,,,,,,,,,,,True,,,,,4,,,,,
58581,Gl3XO4ECKKli8-bKKdkkYA,KFC,515 N Milpas St,Santa Barbara,CA,93103,34.4265851783,-119.6860595043,2.0,36,"Chicken Wings, Restaurants, Fast Food, Chicken Shop",'free',,,,False,True,True,True,,False,True,,,u'casual',,u'average',,True,,,,False,1,,,True,False,u'none'
58583,TI3Rydw47yBMzY1oW2wJUg,Elsie's,117 W De La Guerra St,Santa Barbara,CA,93101,34.4178715,-119.7008868,4.0,152,"Bars, Nightlife, Coffee & Tea, Food, Internet Cafes",u'free',True,,,True,False,False,,,False,,,True,'casual',u'outdoor',u'average',True,False,,,,True,1,,,,False,'beer_and_wine'
58618,v5M6gYtiaGG5zuvAVSxNTA,Pizza by the Slice,4 De La Guerra Pl,Santa Barbara,CA,93190,34.4199467,-119.6991538344,2.5,5,"Pizza, Restaurants",,,,,True,,True,,,,,,,,,,,,,,,,1,,,,,
58658,l6rgXoUfz4Wh_lAGxDiNaA,Still - Elevate Your Ethanol,37 E Ortega St,Santa Barbara,CA,93101,34.4196913,-119.6972245,5.0,6,"Cocktail Bars, Home & Garden, Bars, Nightlife, Antiques, Beer, Wine & Spirits, Shopping, Food",,,,,,,,,,,,,True,,,,,True,,False,,,2,,False,,,
58659,4a_3ninzpidm2MwMcdRJ-g,Elephant Bar Restaurant,521 Firestone Road,Goleta,CA,93117,34.4335408,-119.8353951,3.0,85,"Restaurants, Bars, American (New), Asian Fusion, Nightlife",u'no',,,,True,True,True,,,False,False,,,'casual',,u'average',,True,,,,True,2,,,True,True,'full_bar'
58671,fLfU-Gw7eWx-7kHQh2tH9A,The Barbecue Company,3807 Santa Claus Ln,Carpinteria,CA,93013,34.4065159,-119.5474838,3.0,76,"Restaurants, Barbeque",u'no',,,,True,True,True,,,True,True,,True,u'casual',,u'average',,True,,,,True,2,,,True,True,u'beer_and_wine'
58673,L1hZ2xgqNh3T7GJ2iTK0Fg,Shave It,"6530 Seville Rd, Ste 102",Isla Vista,CA,93117,34.4120337,-119.8548407,3.5,25,"Food, Food Trucks, Shaved Ice, Ice Cream & Frozen Yogurt",'free',,,,,,True,,,,,,True,,,,,True,,,,,1,,True,,,
58690,iQ_JNYzwvhSsToR4EHl4cA,Le Macaron French Pastries,819 A State St,Santa Barbara,CA,93101,34.419845,-119.7001905,4.0,52,"Patisserie/Cake Shop, Coffee & Tea, Food, Specialty Food, Bakeries, Macarons",u'free',True,,,True,,True,,,True,None,,True,,,,,True,,False,,,2,,True,,,
58742,cpaMCrmG7WK10tJ4c_GXow,Sanba IM,"Albertsons Supermarket, 7127 Hollister Ave",Goleta,CA,93117,34.4280833,-119.8765824,4.0,24,"Bubble Tea, Food Stands, Food, Restaurants, Sushi Bars, Coffee & Tea, Juice Bars & Smoothies",u'no',,,,True,False,True,,,False,False,,True,u'casual',,u'average',,True,,,,True,1,,,True,False,u'none'
58849,YgbIbmfDlB-bZSsjuIfKwA,Jack's Bistro and Famous Bagels,53 S Milpas St,Santa Barbara,CA,93103,34.421271,-119.677216,3.5,219,"Coffee & Tea, Food, Bagels, Breakfast & Brunch, Restaurants",u'free',,,,True,,True,,,True,False,,True,,,,False,True,,,,True,1,,,True,False,'none'
58861,VrQUskWkEnvKyyz_OkJZEg,Rite Aid,1976 Cliff Dr,Santa Barbara,CA,93109,34.402366,-119.72309,3.0,18,"Shopping, Food, Drugstores, Convenience Stores",,,,,,,False,,,,,,True,,,,,True,,,,,1,,,,,
58954,QBNATcq7Stx9LxcSq16W7w,Jamie Slone Wines,23 E De La Guerra St,Santa Barbara,CA,93101,34.420418,-119.698904,4.5,210,"Food, Wineries, Wine Tasting Room, Wine Bars, Bars, Nightlife, Arts & Entertainment, Beer, Wine & Spirits",u'free',True,,False,False,False,True,,,True,True,False,True,,u'no',u'quiet',True,True,False,False,,True,2,,True,False,,'beer_and_wine'
59126,MJI-bNIn3QDgiGggm9Wp1w,Moby Dick Restaurant,220 Stearns Wharf,Santa Barbara,CA,93109,34.4092096,-119.6854512,3.0,871,"Seafood, American (Traditional), Breakfast & Brunch, Restaurants",u'free',False,,False,True,False,True,,,False,False,,True,'casual',,u'average',True,True,,False,True,True,2,,True,True,True,'full_bar'
59144,Kthnb7PjDSd7FsBp4wqoHA,Trader Joe's,3025 De La Vina St,Santa Barbara,CA,93105,34.4389627,-119.728949,4.5,85,"Grocery, Specialty Food, Shopping, Beer, Wine & Spirits, Health Markets, Flowers & Gifts, Food, Florists",,True,,,,,False,,,False,False,,True,,,,,True,,,,,2,,,,,
59249,2aP9wvEqpGLLDVpWTWlAog,Reynaldo's  Bakery,895 Linden Ave,Carpinteria,CA,93013,34.3983333,-119.5194878,4.5,130,"Restaurants, Food, Mexican, Bakeries",'no',,,,True,True,True,,,True,None,,True,u'casual',,'average',,True,,,False,False,1,,,True,False,u'none'
59258,4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,"11 W Victoria St, Ste 21",Santa Barbara,CA,93101,34.4238136,-119.7060451,4.0,622,"Pizza, Nightlife, Italian, Restaurants, Bars",u'free',True,,,True,True,True,,,False,None,False,True,u'casual',u'no',u'average',False,True,False,False,True,True,2,,True,True,True,u'full_bar'
59260,BensdYRuR-zra1g3nBJFXQ,La Casa De Maria,800 El Bosque Rd,Santa Barbara,CA,93108,34.445018,-119.623996,4.5,12,"Health Retreats, Venues & Event Spaces, Hotels & Travel, Restaurants, Event Planning & Services",,,,,,,,,,,,,,,,,,True,,,,,,,,,,
59262,lZ44dxn1TCzJaVBa8Ze8DQ,Sushi Teri,5746 Calle Real,Goleta,CA,93117,34.4417017,-119.8245635,3.0,266,"Restaurants, Japanese",u'no',,,,True,True,True,,,True,None,,True,'casual',,u'average',,True,,,,True,2,,,True,True,u'beer_and_wine'
59313,QNoFrASBpqW8dzdAEIYjNQ,The Brown Pelican,2981 Cliff Dr,Santa Barbara,CA,93109,34.4038207,-119.7436561,4.0,11,Restaurants,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
59321,5TCv4LXYmYCRT_yDEPXIpw,Hummingbird Wine Tours,103 N Nopal St,Santa Barbara,CA,93103,34.421481,-119.681669,5.0,5,"Arts & Entertainment, Wineries, Food, Wine Tours, Hotels & Travel, Tours",,,,,,,,,,,,,,,,,,True,,,,,2,,,False,,
59354,R6NxHoRRK5Y4ishGsLrGwA,Restaurant Mimosa,714 State St,Santa Barbara,CA,93101,34.4191654,-119.6983385,3.5,23,"Restaurants, French, American (New)",,,,,True,False,False,,,,False,,,u'casual',,u'quiet',True,True,,,,True,2,,,False,True,u'full_bar'
59401,uozdxwCZUHPubziu76Y2Ag,Farmer Boy,3427 State St,Santa Barbara,CA,93105,34.4400429,-119.7373433,2.5,31,"Breakfast & Brunch, Restaurants, American (New)",u'free',,,,False,False,True,,,True,False,,True,'casual',,u'average',,True,,,,True,1,,,True,True,u'none'
59427,NDXzpmyFOplbH14fTqqn5Q,Scolari's Food Co,222 N Milpas St,Santa Barbara,CA,93103,34.4250913,-119.6815963,2.5,6,"Grocery, Food",,,,,,,,,,,,,,,,,,True,,,,,2,,,,,
59445,JiBxL733qjm8WAddu-RzDQ,Broad Street Oyster Company,418 State St,Santa Barbara,CA,93101,34.4164012651,-119.6946343303,5.0,71,"Food Trucks, Caterers, Seafood, Restaurants, Event Planning & Services, Food",u'no',True,,False,None,True,True,,,,True,,,,,,False,True,,,,True,2,,True,True,False,u'beer_and_wine'
59453,wupvqueqdEZXQxv14sa9vw,Rincon Brewery,5065 Carpinteria Ave,Carpinteria,CA,93013,34.398372,-119.518002,4.0,455,"Pubs, Bars, Food, American (Traditional), American (New), Nightlife, Breweries, Brewpubs, Restaurants",,True,,False,True,True,True,True,,True,True,False,True,,u'no','average',False,True,False,False,,True,2,,True,True,False,'beer_and_wine'
59458,IofBnKUFeC1Z2uyFOTxNDw,JR's BBQ,4444 Hollister Ave,Goleta,CA,93118,34.4392123,-119.7752183,4.0,6,"Barbeque, Restaurants",,,,,True,,True,,,,False,,,u'casual',,,,True,,,,True,2,,,True,False,u'full_bar'
59503,kpP2NhrCEabTWk9kfZdLbw,Shalhoob’s Butcher Shop,220 Gray Ave,Santa Barbara,CA,93101,34.4163545,-119.6905232,4.5,62,"Specialty Food, Butcher, Meat Shops, Food",,,,,,,True,,,True,True,,True,,,,,True,,,,,2,,True,,,
59583,Y0izXh4Dv1_YU68tn43Xiw,Handlebar Coffee Roasters,2720 De La Vina St,Santa Barbara,CA,93105,34.4364214,-119.7255464,4.5,221,"Bars, Food, Coffee & Tea, Nightlife, Wine Bars, Coffee Roasteries, Bakeries",'free',True,,,True,,None,,,False,False,,True,,,u'average',,True,,,,,2,,True,True,,'beer_and_wine'
59600,l-rGtJt0E7PAklT0IK7oFQ,Four Seasons Resort The Biltmore Santa Barbara,1260 Channel Drive,Santa Barbara,CA,93108,34.4173394,-119.64204,4.5,508,"Hotels & Travel, Hotels, Event Planning & Services, Restaurants, Venues & Event Spaces, Resorts",'free',True,'yes_corkage',,True,True,False,,,True,False,,True,'dressy',,u'average',,True,,,True,True,4,,True,True,True,'full_bar'
59706,ngdwI9eLM4i2MGhV0emyjQ,The Chocolate Gallery,5705 Calle Real,Goleta,CA,93117,34.4409194,-119.8236438,4.5,13,"Chocolatiers & Shops, Food, Candy Stores, Specialty Food",,,,,,,,,,,,,,,,,,True,,,,,2,,,,,
59719,Q0NVfooo9liiTgElEOVA6g,Cabo's Baja Grill & Cantina,5096 Carpinteria Ave,Carpinteria,CA,93013,34.3981738,-119.517101,3.0,69,"Restaurants, Mexican",u'no',,,,True,True,True,,,True,False,,True,'casual',,u'average',True,True,,,,True,2,,,True,False,'full_bar'
59730,qZb4ltF4lJxmzCm7IK_E1w,Plow to Porch,5342 Hollister Ave,Santa Barbara,CA,93111,34.435452,-119.8105801,4.5,9,"Grocery, CSA, Fruits & Veggies, Specialty Food, Food, Food Delivery Services",,,,,,,,,,,True,,,,,,,True,,,,,3,,,,,
59742,EA4v61tJCHg8xhk7bqn8Yw,Grocery Outlet Bargain Market,2840 De La Vina St,Santa Barbara,CA,93105,34.437485,-119.726,4.5,32,"Outlet Stores, Food, Discount Store, Grocery, Shopping",,,,,,,False,,,False,False,,True,,,,,True,,,,,1,,True,,,
59790,YnC3GioeL6aVCFD3ut2hYw,Tuesday Farmer's Market,600 State St,Santa Barbara,CA,93101,34.4180054,-119.6966838,4.5,11,"Food, Farmers Market",,,,,,,False,,,,,,True,,,,,True,,,,,2,,,,,
59791,IPhNJz_PZQxjTXnC94YdNQ,SB Paella Catering,,Goleta,CA,93117,34.4358294,-119.8276389,5.0,23,"Caterers, Restaurants, Spanish, Personal Chefs, Event Planning & Services",u'no',,,,,,False,,,,False,,,,,,,True,,False,,,,,,,,
59814,2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,5392 Hollister Ave,Goleta,CA,93111,34.435412119,-119.8123351876,3.5,156,"Restaurants, Bakeries, Cafes, Coffee & Tea, Food, Desserts",'free',True,,,True,True,True,,,True,True,,False,u'casual',,u'average',,True,,,True,True,2,,,True,False,u'none'
59823,xGaYXbXGwagUKPNEaVqbWw,Eller's Doughnut House & Bakery,"4317 State St, Ste A",Santa Barbara,CA,93110,34.4402476,-119.766991,3.0,71,"Thai, Restaurants, Food, Donuts",,,,,,,True,,,,,,True,,,,,True,,,,,2,,,True,,
59871,alzPS7bo3yp3yystK62g2g,Twenty-Four Blackbirds Chocolates,428 East Haley St,Santa Barbara,CA,93101,34.4217034096,-119.690114577,5.0,20,"Specialty Food, Food, Desserts, Chocolatiers & Shops",,,,,,,True,,,,,,,,,,,True,,,,,,,True,,,
59928,z-O652VzhRqME3ev9LqH2Q,McMaster's Steak & Hoagie,910 Embarcadero Del Norte,Isla Vista,CA,93117,34.4129239,-119.85506,4.5,60,"Sandwiches, Pizza, Restaurants",,,,,True,False,True,,,False,False,,,u'casual',,u'average',,True,,,,True,1,,,True,False,u'none'
60016,B1yPXzIIJrLWyTcE4jsYuQ,Goat Tree,36 State St,Santa Barbara,CA,93101,34.4134723455,-119.6906522184,3.5,311,"Bakeries, Sandwiches, Food, Restaurants, American (Traditional)",u'free',True,,,True,False,True,,,False,True,,True,u'casual',,u'average',True,True,,,True,True,2,,True,True,True,u'beer_and_wine'
60045,0CHIbqSkGWBr2KMkIUocEA,Viva Modern Mexican,1114 State St,Santa Barbara,CA,93101,34.423066,-119.702895,3.5,659,"Breakfast & Brunch, Venues & Event Spaces, Peruvian, Event Planning & Services, Bars, Nightlife, Latin American, Restaurants, Cocktail Bars, Seafood, Tapas/Small Plates, Mexican",u'free',,,False,True,True,True,False,,True,None,,True,u'casual',,u'average',,True,,False,,True,2,,,True,True,u'full_bar'
60061,skY6r8WAkYqpV7_TxNm23w,Boathouse at Hendry's Beach,2981 Cliff Dr,Santa Barbara,CA,93109,34.4032573848,-119.7437518546,4.0,2536,"Seafood, Restaurants, Hawaiian, American (New), Breakfast & Brunch",u'no',False,,False,True,True,True,,,False,None,,True,u'casual',,u'average',True,True,,,True,True,2,,,True,False,u'full_bar'
60085,eA1-vRvk8eDf-nH9Ux_G_A,Whodelicious,"811 State St, Ste G",Santa Barbara,CA,93101,34.4196292,-119.7000654,3.5,41,"Candy Stores, Bakeries, Party & Event Planning, Event Planning & Services, Specialty Food, Food",,,,,,,,,,,,,,,,,,True,,,,,3,,,,,
60169,0WrdiQ4qJBu2Gc7wRcIfdw,Tupelo Junction Cafe,1218 State St,Santa Barbara,CA,93101,34.4239428,-119.7049436,4.0,1024,"Restaurants, Breakfast & Brunch, American (Traditional), American (New), Southern",u'no',,'no',,True,False,True,,,False,False,,True,'casual',,u'average',True,True,,,,True,2,,,True,True,'full_bar'
60215,krTxH1a9kzWgwvt3PVH8pQ,Zookers Cafe,5404 Carpinteria Ave,Carpinteria,CA,93013,34.3955443,-119.5139122,4.5,318,"American (Traditional), American (New), Nightlife, Bars, Beer Bar, Restaurants, Burgers",u'free',,,,None,False,True,,,True,True,False,False,'casual',,u'average',False,True,False,False,,True,2,,,True,True,'beer_and_wine'
60257,RXA9eUawmrYkToXhjKHyIQ,Yanni's Greek & American Deli,3102 State St,Santa Barbara,CA,93105,34.44072,-119.73132,4.5,58,"Restaurants, Gas Stations, Delis, Automotive, Greek",u'no',,,,True,True,True,,,True,None,,True,u'casual',,u'quiet',,True,,,,False,1,,,True,False,u'beer_and_wine'
60266,gjCxTVItFxk46rCZ-YaiFA,South Coast Deli- Chapala,1436 Chapala St,Santa Barbara,CA,93101,34.425067369,-119.7091551212,4.5,340,"Sandwiches, Restaurants, Delis, Breakfast & Brunch",u'free',,,,True,True,True,,,True,True,,True,'casual',,u'average',,True,,,,True,2,,,True,False,u'none'
60309,wMZAnrfwV-qHiV5zdTSrzw,The Creekside Restaurant & Bar,4444 Hollister Ave,Santa Barbara,CA,93110,34.4400581,-119.7717886,4.0,296,"Restaurants, Cocktail Bars, Salad, Bars, Burgers, American (New), Nightlife, Barbeque",'free',False,,,True,False,True,False,True,False,True,False,True,u'casual',u'no',u'loud',False,True,True,False,False,True,2,False,True,True,False,u'full_bar'
60345,fiQxkb1pfPpvrr0oYYYBcA,The Daisy Restaurant,1221 State St,Santa Barbara,CA,93101,34.4237871609,-119.7052807747,5.0,98,"Restaurants, Nightlife, American (New), Food, Farmers Market, Bars, Wine Bars",u'free',True,,,True,False,True,,True,True,False,,True,,,,True,True,,,False,,2,True,True,,True,u'beer_and_wine'
60399,ml-pKRhC6dHmRTnOVB6wbQ,The Culture Counter Co,38 W Victoria,Santa Barbara,CA,93101,34.4235941,-119.707018,4.5,19,"Cheese Shops, Specialty Food, Food, Meat Shops",,,,,,,,,,,,,True,,,,,True,,,,,2,,,,,
60439,KU4zXPo6v8c3N_l14wivQA,Jade Restaurant,3132 State St,Santa Barbara,CA,93105,34.440625,-119.7323971,3.5,15,"Restaurants, Asian Fusion",,,,,False,,False,,,,False,,,u'casual',,,,True,,,,False,2,,,True,True,u'beer_and_wine'
60456,TYVln68leW7BYuVksFyB5A,Sevilla,428 Chapala St,Santa Barbara,CA,93101,34.4155929,-119.696034,4.0,12,"Italian, American (New), Tapas Bars, Latin American, Restaurants",,,,,,,False,,,,False,,,'dressy',,,,True,,,,True,3,,,False,True,u'full_bar'
60544,BErYojCJSO959vzaz9JclQ,Savoy Cafe & Deli,24 W Figueroa St,Santa Barbara,CA,93101,34.4219321,-119.7040745,4.5,571,"Restaurants, Delis, Coffee & Tea, Breakfast & Brunch, Food, Gluten-Free, Cafes, Beer, Wine & Spirits",u'free',True,,False,True,False,True,,,True,True,,True,u'casual',,u'average',,True,,,False,True,2,False,True,True,False,u'beer_and_wine'
60650,yzJQJNDb173Y_wdPCLj5qg,Apiary,4191 Carpinteria Ave,Carpinteria,CA,93013,34.4037868,-119.5339549,5.0,84,"Breweries, Food, Arts & Entertainment, Cideries, Wineries, Wine Tasting Room, Kombucha",,True,,False,,,True,,,False,,,True,,,u'average',False,True,,False,,,2,,True,False,,
60674,9mFXgiTMa-mdaqmxA41t6A,The Point Market,101 W Carrillo St,Santa Barbara,CA,93101,34.4199297,-119.7029883,3.5,10,"Food, Convenience Stores, Automotive, Beer, Wine & Spirits, Gas Stations",,,,,,,False,,,False,,,True,,,,,True,,False,,,4,,,,,
60775,huanJ55zbuaZ9Yv7FiwtgA,Gold Coast Limousines,"3463 State St, Ste 408",Santa Maria,CA,93105,34.440337,-119.738683,5.0,38,"Food, Event Planning & Services, Wineries, Hotels & Travel, Party Bus Rentals, Airport Shuttles, Wine Tours, Arts & Entertainment, Tours, Transportation, Limos",,,,,,,,,,,,,,,,,,True,,,,,,,,,,
60843,1hRWfuA-8THwYsDYgj-oIg,Holdren's Grill,6920 Market Pl Dr,Goleta,CA,93117,34.4294378,-119.870112,2.5,49,"Seafood, American (New), Restaurants, Nightlife, Steakhouses, American (Traditional), Bars",u'free',,,,True,True,True,,,False,False,,,u'casual',,u'quiet',,True,,,,True,3,,,True,True,u'full_bar'
60894,xRapA2lG7mjJ6eOqHmxe-A,Blackbird,36 State St,Santa Barbara,CA,93101,34.4132794,-119.6898862,4.0,155,"Seafood, Restaurants, Breakfast & Brunch, Lounges, Cocktail Bars, Mediterranean, Bars, Tapas/Small Plates, American (New), Nightlife",u'free',True,,False,True,False,False,,,False,False,False,True,u'dressy',u'no',u'average',True,True,,False,True,False,3,,True,False,False,u'full_bar'
60911,YiSr-W5BBX6uXnhWPxk82Q,Hoffmann Brat Haus,801 State St,Santa Barbara,CA,93101,34.4195868428,-119.6993474113,4.0,417,"Beer Bar, Burgers, Belgian, Restaurants, Nightlife, German, Bars",u'free',,,False,True,True,True,False,,True,None,,True,u'casual',,u'average',True,True,False,,,True,2,,,True,False,u'beer_and_wine'
60973,54oLdsGU9B8HxFTqCCqV-A,Via Maestra 42,3343 State St,Santa Barbara,CA,93105,34.4400762121,-119.7363232264,4.5,589,"Caterers, Italian, Restaurants, Delis, Event Planning & Services",u'no',True,'yes_corkage',False,True,False,True,,True,True,True,,True,'casual',,u'average',,True,,,,False,2,,,True,True,u'beer_and_wine'
60978,1cKlZ67ZTwZrEeDrsE6FIQ,Albertsons,5801 Calle Real,Goleta,CA,93117,34.440704,-119.8262627,3.0,39,"Food, Shopping, Grocery, Drugstores",,,,,,,True,,,True,True,,True,,,,,True,,,,,2,,,,,
61002,r8tU21scBflMxWiBESPtRQ,Shang Hai,830 N Milpas St,Santa Barbara,CA,93103,34.4300129035,-119.689825556,4.5,200,"Restaurants, Chinese, Vegetarian",u'no',False,,False,False,False,True,,,False,False,,False,'casual',,'quiet',False,True,,False,False,True,2,False,,True,False,'beer_and_wine'
61007,B2Mpi0gW4-oFFVKkDpIxvg,Pattaya Thai Restaurant,5918 Hollister Ave,Goleta,CA,93117,34.4362684,-119.8295334,3.5,234,"Restaurants, Thai",u'no',,,,None,True,True,,,True,True,,True,u'casual',,u'average',,True,,,,True,2,,,True,True,u'beer_and_wine'
61089,AgVekFXqwt4Y1HxfQcpyiw,Peebee & Jays,1007 Casitas Pass Rd,Carpinteria,CA,93013,34.3961718,-119.5143168,4.0,144,"Sandwiches, Restaurants",u'no',,,,True,False,True,,,True,False,,True,u'casual',,'average',,True,,,,False,1,,,True,False,u'none'
61090,RjOnk_W82F2brYtpDZ59MA,Cubaneo,418 State St,Santa Barbara,CA,93101,34.416527,-119.6945756,4.0,133,"Cuban, Restaurants, Bars, Sandwiches, Nightlife",u'free',True,,,True,False,True,,False,True,True,False,True,,u'no',u'average',True,True,,,False,True,2,False,True,,False,u'full_bar'
